id,error_type,auto_category,manual_category,label,prediction,prob_vulnerable,num_lines,num_dangerous_api,max_risk_score,risk_line_summary,manual_note,code_excerpt
16352,FN,long_function_or_truncation,weak_or_misleading_line_signal,1,0,0.10495799,380,0,1.9,"L33:1.9:pointer_or_array,moderately_symbol_dense:data_regl = *args++; | L37:1.9:pointer_or_array,moderately_symbol_dense:data_regh = *args++; | L43:1.9:pointer_or_array,moderately_symbol_dense:addr_regl = *args++; | L47:1.9:pointer_or_array,moderately_symbol_dense:addr_regh = *args++; | L171:1.9:pointer_or_array,moderately_symbol_dense:/* slow path */",FN：max_risk_score 较低且无危险 API，主要是 TCG 代码生成和内存 load 语义；行级启发式几乎不给模型提供有效漏洞证据。,"static void tcg_out_qemu_ld(TCGContext *s, const TCGArg *args,

                            int opc)

{

    int addr_regl, addr_reg1, addr_meml;

    int data_regl, data_regh, data_reg1, data_reg2;

    int mem_index, s_bits;

#if defined(CONFIG_SOFTMMU)

    void *label1_ptr, *label2_ptr;

    int sp_args;

#endif

#if TARGET_LONG_BITS == 64

# if defined(CONFIG_SOFTMMU)

    uint8_t *label3_ptr;

# endif

    int addr_regh, addr_reg2, addr_memh;

#endif

    data_regl = *args++;

    if (opc == 3)

        data_regh = *args++;

    else

        data_regh = 0;

    addr_regl = *args++;

#if TARGET_LONG_BITS == 64

    addr_regh = *args++;

#endif

    mem_index = *args;

    s_bits = opc & 3;



    if (opc == 3) {

#if defined(TCG_TARGET_WORDS_BIGENDIAN)

        data_reg1 = data_regh;

        data_reg2 = data_regl;

#else

        data_reg1 = data_regl;

        data_reg2 = data_regh;

#endif

    } else {

        data_reg1 = data_regl;

        data_reg2 = 0;

    }

#if TARGET_LONG_BITS == 64

# if defined(TCG_TARGET_WORDS_BIGENDIAN)

    addr_reg1 = addr_regh;

    addr_reg2 = addr_regl;

    addr_memh = 0;

    addr_meml = 4;

# else

    addr_reg1 = addr_regl;

    addr_reg2 = addr_regh;

    addr_memh = 4;

    addr_meml = 0;

# endif

#else

    addr_reg1 = addr_regl;

    addr_meml = 0;

#endif



#if defined(CONFIG_SOFTMMU)

    tcg_out_opc_sa(s, OPC_SRL, TCG_REG_A0, addr_regl, TARGET_PAGE_BITS - CPU_TLB_ENTRY_BITS);

    tcg_out_opc_imm(s, OPC_ANDI, TCG_REG_A0, TCG_REG_A0, (CPU_TLB_SIZE - 1) << CPU_TLB_ENTRY_BITS);

    tcg_out_opc_reg(s, OPC_ADDU, TCG_REG_A0, TCG_REG_A0, TCG_AREG0);

    tcg_out_opc_imm(s, OPC_LW, TCG_REG_AT, TCG_REG_A0,

                    offsetof(CPUState, tlb_table[mem_index][0].addr_read) + addr_meml);

    tcg_out_movi(s, TCG_TY"
17932,FN,long_function_or_truncation,semantic_or_context_dependent_vulnerability,1,0,0.2641685,366,0,3.3,"L89:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(ref[list] < 0 || (refb < ref[list] && refb >= 0)) | L93:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(ref[list] < 0 || (refc < ref[list] && refc >= 0)) | L97:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(ref[list] < 0) | L105:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(ref[0] < 0 && ref[1] < 0){ | L117:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(ref[list] >= 0)",FN：H264 direct motion prediction 依赖参考列表、运动矢量和宏块邻域关系；漏洞条件是领域状态组合，普通代码 token 很难直接暴露。,"static inline void pred_direct_motion(H264Context * const h, int *mb_type){

    MpegEncContext * const s = &h->s;

    const int mb_xy =   s->mb_x +   s->mb_y*s->mb_stride;

    const int b8_xy = 2*s->mb_x + 2*s->mb_y*h->b8_stride;

    const int b4_xy = 4*s->mb_x + 4*s->mb_y*h->b_stride;

    const int mb_type_col = h->ref_list[1][0].mb_type[mb_xy];

    const int16_t (*l1mv0)[2] = (const int16_t (*)[2]) &h->ref_list[1][0].motion_val[0][b4_xy];

    const int16_t (*l1mv1)[2] = (const int16_t (*)[2]) &h->ref_list[1][0].motion_val[1][b4_xy];

    const int8_t *l1ref0 = &h->ref_list[1][0].ref_index[0][b8_xy];

    const int8_t *l1ref1 = &h->ref_list[1][0].ref_index[1][b8_xy];

    const int is_b8x8 = IS_8X8(*mb_type);

    int sub_mb_type;

    int i8, i4;



    if(IS_8X8(mb_type_col) && !h->sps.direct_8x8_inference_flag){

        /* FIXME save sub mb types from previous frames (or derive from MVs)

         * so we know exactly what block size to use */

        sub_mb_type = MB_TYPE_8x8|MB_TYPE_P0L0|MB_TYPE_P0L1|MB_TYPE_DIRECT2; /* B_SUB_4x4 */

        *mb_type =    MB_TYPE_8x8|MB_TYPE_L0L1;

    }else if(!is_b8x8 && (IS_16X16(mb_type_col) || IS_INTRA(mb_type_col))){

        sub_mb_type = MB_TYPE_16x16|MB_TYPE_P0L0|MB_TYPE_P0L1|MB_TYPE_DIRECT2; /* B_SUB_8x8 */

        *mb_type =    MB_TYPE_16x16|MB_TYPE_P0L0|MB_TYPE_P0L1|MB_TYPE_DIRECT2; /* B_16x16 */

    }else{

        sub_mb_type = MB_TYPE_16x16|MB_TYPE_P0L0|MB_TYPE_P0L1|MB_TYPE_DIRECT2; /* B_SUB_8x8 */

        *mb_type =    MB_TYPE_8x8|MB_TYPE_L0L1;

    }

    if(!is_b8x8)

        *mb_type |= MB_TYPE_DIRECT2;



    tprintf(""mb_type = %08x, sub_mb_type = %08x, is_b8x8 = %d, mb_type_col = %08x\n"", *mb_type, sub_mb_type, is_b8x8, mb_type_col);



    if(h->direct_spatial_mv_pred){

        int ref[2];

     "
10000,FP,control_flow_or_pointer_signal_only,control_flow_or_pointer_false_alarm,0,1,0.33166069,50,0,2.3,"L15:2.3:pointer_or_array,symbol_dense:s->pc++; | L23:2.3:pointer_or_array,symbol_dense:s->pc += 2; | L37:2.3:pointer_or_array,symbol_dense:s->pc += 4; | L13:1.9:pointer_or_array,moderately_symbol_dense:ret = cpu_ldub_code(env, s->pc); | L21:1.9:pointer_or_array,moderately_symbol_dense:ret = cpu_lduw_code(env, s->pc);",FP：insn_get 是指令读取辅助函数，包含 pc 自增和内存读取指针操作；这些低层访问形态被模型视为风险，但代码本身是受控取指流程。,"static inline uint32_t insn_get(CPUX86State *env, DisasContext *s, TCGMemOp ot)

{

    uint32_t ret;



    switch (ot) {

    case MO_8:

        ret = cpu_ldub_code(env, s->pc);

        s->pc++;

        break;

    case MO_16:

        ret = cpu_lduw_code(env, s->pc);

        s->pc += 2;

        break;

    case MO_32:

#ifdef TARGET_X86_64

    case MO_64:

#endif

        ret = cpu_ldl_code(env, s->pc);

        s->pc += 4;

        break;

    default:

        tcg_abort();

    }

    return ret;

}
"
10049,FP,control_flow_or_pointer_signal_only,control_flow_or_pointer_false_alarm,0,1,0.33361176,144,0,2.9,"L23:2.9:pointer_or_array,branch_or_loop,moderately_symbol_dense:if (env->external_htab) { | L109:2.9:pointer_or_array,branch_or_loop,moderately_symbol_dense:if (env->external_htab) { | L79:2.5:pointer_or_array,branch_or_loop:*      but if we can speed-up the whole thing as the | L81:2.5:pointer_or_array,branch_or_loop:*      result would be undefined if PTEs are not consistent. | L43:2.3:pointer_or_array,symbol_dense:pteg_off + (i * 8), pte0, pte1, (int)(pte0 >> 31), h,",FP：find_pte32 是页表查询函数，指针/地址计算属于 MMU 逻辑的正常实现；模型把低层地址操作误判为漏洞证据。,"static int find_pte32(CPUPPCState *env, mmu_ctx_t *ctx, int h,

                      int rw, int type, int target_page_bits)

{

    hwaddr pteg_off;

    target_ulong pte0, pte1;

    int i, good = -1;

    int ret, r;



    ret = -1; /* No entry found */

    pteg_off = get_pteg_offset(env, ctx->hash[h], HASH_PTE_SIZE_32);

    for (i = 0; i < 8; i++) {

        if (env->external_htab) {

            pte0 = ldl_p(env->external_htab + pteg_off + (i * 8));

            pte1 = ldl_p(env->external_htab + pteg_off + (i * 8) + 4);

        } else {

            pte0 = ldl_phys(env->htab_base + pteg_off + (i * 8));

            pte1 = ldl_phys(env->htab_base + pteg_off + (i * 8) + 4);

        }

        r = pte_check_hash32(ctx, pte0, pte1, h, rw, type);

        LOG_MMU(""Load pte from %08"" HWADDR_PRIx "" => "" TARGET_FMT_lx "" ""

                TARGET_FMT_lx "" %d %d %d "" TARGET_FMT_lx ""\n"",

                pteg_off + (i * 8), pte0, pte1, (int)(pte0 >> 31), h,

                (int)((pte0 >> 6) & 1), ctx->ptem);

        switch (r) {

        case -3:

            /* PTE inconsistency */

            return -1;

        case -2:

            /* Access violation */

            ret = -2;

            good = i;

            break;

        case -1:

        default:

            /* No PTE match */

            break;

        case 0:

            /* access granted */

            /* XXX: we should go on looping to check all PTEs consistency

             *      but if we can speed-up the whole thing as the

             *      result would be undefined if PTEs are not consistent.

             */

            ret = 0;

            good = i;

            goto done;

        }

    }

    if (good != -1) {

    done:

        LOG_MMU(""found PTE at addr %08"" HWADDR_PRIx "" prot="
10081,FP,control_flow_or_pointer_signal_only,benign_wrapper_or_accessor,0,1,0.44589144,16,0,1.5,"L1:1.5:pointer_or_array:static uint32_t gt64120_read_config(PCIDevice *d, uint32_t address, int len) | L3:0.8:symbol_dense:{ | L13:0.8:error_handling:return val; | L15:0.8:symbol_dense:} | L9:0.4:moderately_symbol_dense:val = bswap32(val);",FP：gt64120_read_config 只是配置读取和字节序转换包装，逻辑短且无复杂状态；模型对硬件配置访问模式过度敏感。,"static uint32_t gt64120_read_config(PCIDevice *d, uint32_t address, int len)

{

    uint32_t val = pci_default_read_config(d, address, len);

#ifdef TARGET_WORDS_BIGENDIAN

    val = bswap32(val);

#endif

    return val;

}
"
10194,FP,control_flow_or_pointer_signal_only,error_or_resource_management_false_alarm,0,1,0.6052742,34,0,1.5,"L1:1.5:pointer_or_array:void process_incoming_migration(QEMUFile *f) | L27:1.4:branch_or_loop,moderately_symbol_dense:} else { | L5:1.0:branch_or_loop:if (qemu_loadvm_state(f) < 0) { | L23:1.0:branch_or_loop:if (autostart) { | L3:0.8:symbol_dense:{",FP：process_incoming_migration 主要是迁移加载失败后的错误处理和状态切换；错误路径、exit 分支和日志输出被模型当成漏洞信号。,"void process_incoming_migration(QEMUFile *f)

{

    if (qemu_loadvm_state(f) < 0) {

        fprintf(stderr, ""load of migration failed\n"");

        exit(0);

    }

    qemu_announce_self();

    DPRINTF(""successfully loaded vm state\n"");



    incoming_expected = false;



    if (autostart) {

        vm_start();

    } else {

        runstate_set(RSTATE_PRE_LAUNCH);

    }

}
"
10213,FP,control_flow_or_pointer_signal_only,control_flow_or_pointer_false_alarm,0,1,0.49145591,98,0,3.3,"L21:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(!r->s.mb_skip_run) | L27:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(--r->s.mb_skip_run) | L33:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(r->avail_cache[6-1]) | L37:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(r->avail_cache[6-4]){ | L41:3.3:pointer_or_array,branch_or_loop,symbol_dense:if(r->avail_cache[6-2])",FP：rv40_decode_mb_info 是编解码宏块解析逻辑，包含邻块数组和条件分支；这些复杂控制流在视频解码器中常见，不必然表示漏洞。,"static int rv40_decode_mb_info(RV34DecContext *r)

{

    MpegEncContext *s = &r->s;

    GetBitContext *gb = &s->gb;

    int q, i;

    int prev_type = 0;

    int mb_pos = s->mb_x + s->mb_y * s->mb_stride;

    int blocks[RV34_MB_TYPES] = {0};

    int count = 0;



    if(!r->s.mb_skip_run)

        r->s.mb_skip_run = svq3_get_ue_golomb(gb) + 1;



    if(--r->s.mb_skip_run)

         return RV34_MB_SKIP;



    if(r->avail_cache[6-1])

        blocks[r->mb_type[mb_pos - 1]]++;

    if(r->avail_cache[6-4]){

        blocks[r->mb_type[mb_pos - s->mb_stride]]++;

        if(r->avail_cache[6-2])

            blocks[r->mb_type[mb_pos - s->mb_stride + 1]]++;

        if(r->avail_cache[6-5])

            blocks[r->mb_type[mb_pos - s->mb_stride - 1]]++;

    }



    for(i = 0; i < RV34_MB_TYPES; i++){

        if(blocks[i] > count){

            count = blocks[i];

            prev_type = i;

        }

    }

    if(s->pict_type == AV_PICTURE_TYPE_P){

        prev_type = block_num_to_ptype_vlc_num[prev_type];

        q = get_vlc2(gb, ptype_vlc[prev_type].table, PTYPE_VLC_BITS, 1);

        if(q < PBTYPE_ESCAPE)

            return q;

        q = get_vlc2(gb, ptype_vlc[prev_type].table, PTYPE_VLC_BITS, 1);

        av_log(s->avctx, AV_LOG_ERROR, ""Dquant for P-frame\n"");

    }else{

        prev_type = block_num_to_btype_vlc_num[prev_type];

        q = get_vlc2(gb, btype_vlc[prev_type].table, BTYPE_VLC_BITS, 1);

        if(q < PBTYPE_ESCAPE)

            return q;

        q = get_vlc2(gb, btype_vlc[prev_type].table, BTYPE_VLC_BITS, 1);

        av_log(s->avctx, AV_LOG_ERROR, ""Dquant for B-frame\n"");

    }

    return 0;

}
"
10253,FP,control_flow_or_pointer_signal_only,io_or_parser_false_alarm,0,1,0.38329497,128,0,2.9,"L105:2.9:pointer_or_array,branch_or_loop,moderately_symbol_dense:if (x > avctx->width || y > avctx->height) { | L69:2.5:pointer_or_array,branch_or_loop:if (!ctx->presentation.object_number) | L49:2.3:pointer_or_array,symbol_dense:/* | L59:2.3:pointer_or_array,symbol_dense:*/ | L75:2.3:pointer_or_array,symbol_dense:/*",FP：parse_presentation_segment 是字节流解析函数，虽然有偏移读取和尺寸检查，但代码包含明确的边界验证；解析器形态触发了过高风险判断。,"static int parse_presentation_segment(AVCodecContext *avctx,

                                      const uint8_t *buf, int buf_size,

                                      int64_t pts)

{

    PGSSubContext *ctx = avctx->priv_data;



    int x, y, ret;



    int w = bytestream_get_be16(&buf);

    int h = bytestream_get_be16(&buf);



    ctx->presentation.pts = pts;



    av_dlog(avctx, ""Video Dimensions %dx%d\n"",

            w, h);

    ret = ff_set_dimensions(avctx, w, h);

    if (ret < 0)

        return ret;



    /* Skip 1 bytes of unknown, frame rate? */

    buf++;



    ctx->presentation.id_number = bytestream_get_be16(&buf);



    /*

     * Skip 3 bytes of unknown:

     *     state

     *     palette_update_flag (0x80),

     *     palette_id_to_use,

     */

    buf += 3;



    ctx->presentation.object_number = bytestream_get_byte(&buf);

    ctx->presentation.composition_flag = 0;

    if (!ctx->presentation.object_number)

        return 0;



    /*

     * Skip 3 bytes of unknown:

     *     object_id_ref (2 bytes),

     *     window_id_ref,

     */

    buf += 3;

    ctx->presentation.composition_flag = bytestream_get_byte(&buf);



    x = bytestream_get_be16(&buf);

    y = bytestream_get_be16(&buf);



    /* TODO If cropping, cropping_x, cropping_y, cropping_width, cropping_height (all 2 bytes).*/



    av_dlog(avctx, ""Subtitle Placement x=%d, y=%d\n"", x, y);



    if (x > avctx->width || y > avctx->height) {

        av_log(avctx, AV_LOG_ERROR, ""Subtitle out of video bounds. x = %d, y = %d, video width = %d, video height = %d.\n"",

               x, y, avctx->width, avctx->height);

        x = 0; y = 0;

    }



    /* Fill in dimensions */

    ctx->presentation.x = x;

    ctx->presentation.y = y;



    return 0;

}
"
10266,FP,control_flow_or_pointer_signal_only,error_or_resource_management_false_alarm,0,1,0.60731387,30,0,2.7,"L15:2.7:pointer_or_array,error_handling,moderately_symbol_dense:co->base.caller = NULL; | L11:2.5:pointer_or_array,branch_or_loop:if (s->pool_size < POOL_MAX_SIZE) { | L17:2.3:pointer_or_array,symbol_dense:s->pool_size++; | L13:1.9:pointer_or_array,moderately_symbol_dense:QLIST_INSERT_HEAD(&s->pool, &co->base, pool_next); | L25:1.9:pointer_or_array,moderately_symbol_dense:g_free(co->stack);",FP：qemu_coroutine_delete 是协程生命周期和池化释放逻辑；资源释放、pool 链接和指针更新属于正常清理流程，被误判为危险。,"void qemu_coroutine_delete(Coroutine *co_)

{

    CoroutineThreadState *s = coroutine_get_thread_state();

    CoroutineUContext *co = DO_UPCAST(CoroutineUContext, base, co_);



    if (s->pool_size < POOL_MAX_SIZE) {

        QLIST_INSERT_HEAD(&s->pool, &co->base, pool_next);

        co->base.caller = NULL;

        s->pool_size++;

        return;

    }



    g_free(co->stack);

    g_free(co);

}
"
10322,FP,control_flow_or_pointer_signal_only,benign_wrapper_or_accessor,0,1,0.833121,8,0,2.3,"L5:2.3:pointer_or_array,error_handling:return pthread_equal(thread1->thread, thread2->thread); | L1:1.5:pointer_or_array:int qemu_thread_equal(QemuThread *thread1, QemuThread *thread2) | L3:0.8:symbol_dense:{ | L7:0.8:symbol_dense:}",FP：qemu_thread_equal 是 pthread_equal 的极短包装函数；几乎没有漏洞语义，模型可能被指针参数和线程 API 名称误导。,"int qemu_thread_equal(QemuThread *thread1, QemuThread *thread2)

{

   return pthread_equal(thread1->thread, thread2->thread);

}
"
10327,FP,control_flow_or_pointer_signal_only,io_or_parser_false_alarm,0,1,0.50317377,86,0,3.7,"L67:3.7:pointer_or_array,branch_or_loop,io_or_process_api,moderately_symbol_dense:if (write(s->peers[dest].eventfds[vector], | L49:3.3:pointer_or_array,branch_or_loop,symbol_dense:if ((dest < 0) || (dest > s->max_peer)) { | L61:2.9:pointer_or_array,branch_or_loop,moderately_symbol_dense:if ((vector >= 0) && (vector < s->peers[dest].nb_eventfds)) { | L1:1.5:pointer_or_array:static void ivshmem_io_writel(void *opaque, target_phys_addr_t addr, | L7:1.5:pointer_or_array:IVShmemState *s = opaque;",FP：ivshmem_io_writel 是设备 MMIO 写处理，包含向量边界检查和 eventfd 写入；I/O 操作与分支较多，但已有显式约束。,"static void ivshmem_io_writel(void *opaque, target_phys_addr_t addr,

                                                            uint32_t val)

{

    IVShmemState *s = opaque;



    uint64_t write_one = 1;

    uint16_t dest = val >> 16;

    uint16_t vector = val & 0xff;



    addr &= 0xfc;



    IVSHMEM_DPRINTF(""writing to addr "" TARGET_FMT_plx ""\n"", addr);

    switch (addr)

    {

        case INTRMASK:

            ivshmem_IntrMask_write(s, val);

            break;



        case INTRSTATUS:

            ivshmem_IntrStatus_write(s, val);

            break;



        case DOORBELL:

            /* check that dest VM ID is reasonable */

            if ((dest < 0) || (dest > s->max_peer)) {

                IVSHMEM_DPRINTF(""Invalid destination VM ID (%d)\n"", dest);

                break;

            }



            /* check doorbell range */

            if ((vector >= 0) && (vector < s->peers[dest].nb_eventfds)) {

                IVSHMEM_DPRINTF(""Writing %"" PRId64 "" to VM %d on vector %d\n"",

                                                    write_one, dest, vector);

                if (write(s->peers[dest].eventfds[vector],

                                                    &(write_one), 8) != 8) {

                    IVSHMEM_DPRINTF(""error writing to eventfd\n"");

                }

            }

            break;

        default:

            IVSHMEM_DPRINTF(""Invalid VM Doorbell VM %d\n"", dest);

    }

}
"
10364,FP,control_flow_or_pointer_signal_only,error_or_resource_management_false_alarm,0,1,0.3598139,136,0,1.9,"L27:1.9:pointer_or_array,moderately_symbol_dense:/* Can't execute command. */ | L33:1.8:branch_or_loop,symbol_dense:if (!ccw.cda) { | L51:1.6:error_handling,symbol_dense:NULL); | L61:1.6:error_handling,symbol_dense:NULL); | L73:1.6:error_handling,symbol_dense:NULL);",FP：virtio_ccw_handle_set_vq 包含大量 NULL 检查、错误返回和地址校验；防御式错误处理形态提高了风险分数但样本标签为安全。,"static int virtio_ccw_handle_set_vq(SubchDev *sch, CCW1 ccw, bool check_len,

                                    bool is_legacy)

{

    int ret;

    VqInfoBlock info;

    VqInfoBlockLegacy linfo;

    size_t info_len = is_legacy ? sizeof(linfo) : sizeof(info);



    if (check_len) {

        if (ccw.count != info_len) {

            return -EINVAL;

        }

    } else if (ccw.count < info_len) {

        /* Can't execute command. */

        return -EINVAL;

    }

    if (!ccw.cda) {

        return -EFAULT;

    }

    if (is_legacy) {

        linfo.queue = address_space_ldq_be(&address_space_memory, ccw.cda,

                                           MEMTXATTRS_UNSPECIFIED, NULL);

        linfo.align = address_space_ldl_be(&address_space_memory,

                                           ccw.cda + sizeof(linfo.queue),

                                           MEMTXATTRS_UNSPECIFIED,

                                           NULL);

        linfo.index = address_space_lduw_be(&address_space_memory,

                                            ccw.cda + sizeof(linfo.queue)

                                            + sizeof(linfo.align),

                                            MEMTXATTRS_UNSPECIFIED,

                                            NULL);

        linfo.num = address_space_lduw_be(&address_space_memory,

                                          ccw.cda + sizeof(linfo.queue)

                                          + sizeof(linfo.align)

                                          + sizeof(linfo.index),

                                          MEMTXATTRS_UNSPECIFIED,

                                          NULL);

        ret = virtio_ccw_set_vqs(sch, NULL, &linfo);

    } else {

        info.desc = address_space_ldq_be(&addres"
10370,FP,control_flow_or_pointer_signal_only,error_or_resource_management_false_alarm,0,1,0.63366532,28,0,2.7,"L21:2.7:pointer_or_array,error_handling,moderately_symbol_dense:client->info = NULL; | L5:2.3:pointer_or_array,error_handling:Error *err = NULL; | L9:1.9:pointer_or_array,moderately_symbol_dense:client->info = g_malloc0(sizeof(*client->info)); | L11:1.9:pointer_or_array,moderately_symbol_dense:client->info->base = g_malloc0(sizeof(*client->info->base)); | L17:1.8:branch_or_loop,symbol_dense:if (err) {",FP：vnc_client_cache_addr 主要是分配、缓存和失败清理路径；g_malloc0/free 风格的资源管理被模型误读为漏洞上下文。,"static void vnc_client_cache_addr(VncState *client)

{

    Error *err = NULL;



    client->info = g_malloc0(sizeof(*client->info));

    client->info->base = g_malloc0(sizeof(*client->info->base));

    vnc_init_basic_info_from_remote_addr(client->csock, client->info->base,

                                         &err);

    if (err) {

        qapi_free_VncClientInfo(client->info);

        client->info = NULL;

        error_free(err);

    }

}
"
10385,FP,control_flow_or_pointer_signal_only,io_or_parser_false_alarm,0,1,0.44736975,52,0,3.3,"L15:3.3:pointer_or_array,branch_or_loop,symbol_dense:if (s->max_size == 0) | L37:2.9:pointer_or_array,branch_or_loop,moderately_symbol_dense:while (s->max_size > 0 && s->bufptr < s->bufcnt) { | L35:2.3:pointer_or_array,symbol_dense:s->bufptr = 0; | L41:2.3:pointer_or_array,symbol_dense:s->bufptr++; | L19:1.9:pointer_or_array,moderately_symbol_dense:status = g_io_channel_read_chars(s->chan, (gchar *)s->buf, sizeof(s->buf),",FP：udp_chr_read 是 UDP/GIO 读取循环，包含缓冲区和后端写入；I/O 循环形态容易触发风险，但函数整体是常规数据转发。,"static gboolean udp_chr_read(GIOChannel *chan, GIOCondition cond, void *opaque)

{

    CharDriverState *chr = opaque;

    NetCharDriver *s = chr->opaque;

    gsize bytes_read = 0;

    GIOStatus status;



    if (s->max_size == 0)

        return FALSE;

    status = g_io_channel_read_chars(s->chan, (gchar *)s->buf, sizeof(s->buf),

                                     &bytes_read, NULL);

    s->bufcnt = bytes_read;

    s->bufptr = s->bufcnt;

    if (status != G_IO_STATUS_NORMAL) {

        return FALSE;

    }



    s->bufptr = 0;

    while (s->max_size > 0 && s->bufptr < s->bufcnt) {

        qemu_chr_be_write(chr, &s->buf[s->bufptr], 1);

        s->bufptr++;

        s->max_size = qemu_chr_be_can_write(chr);

    }



    return TRUE;

}
"
